CP #,RANK,SIGNATURE,CP COORDINATES_X,CP COORDINATES_Y,CP COORDINATES_Z,Rho,|GRAD(Rho)|,GRAD(Rho)x,GRAD(Rho)y,GRAD(Rho)z,Laplacian,(-1/4)Del**2(Rho)),Diamond,Metallicity,Ellipticity,Theta,Phi,EIGENVALUES OF HESSIAN MATRIX_X,EIGENVALUES OF HESSIAN MATRIX_Y,EIGENVALUES OF HESSIAN MATRIX_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_Z,EIGENVALUES OF HESSIAN MATRIX_X,EIGENVALUES OF HESSIAN MATRIX_Y,EIGENVALUES OF HESSIAN MATRIX_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV1_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV2_Z,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_X,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_Y,EIGENVECTORS (ORTHONORMAL) OF HESSIAN MATRIX (COLUMNS)_EV3_Z,HESSIAN MATRIX_XX,HESSIAN MATRIX_XY,HESSIAN MATRIX_XZ,HESSIAN MATRIX_YX,HESSIAN MATRIX_YY,HESSIAN MATRIX_YZ,HESSIAN MATRIX_ZX,HESSIAN MATRIX_ZY,HESSIAN MATRIX_ZZ
74,3,-1,-0.154647,-1.418644,4.480407,0.2697892,9.419282e-15,-5.126108e-15,-6.709043e-15,-4.175479e-15,-0.895417,0.2238543,1.302583,-8.66886,0.00249761,0.8588081123501498,0.858191121224723,-0.7147589,-0.7129781,0.53232,-0.873696,-0.4553553,-0.1711925,0.03838008,-0.4153299,0.9088609,-0.484956,0.7874977,0.3803486,-0.7147589,-0.7129781,0.53232,-0.873696,-0.4553553,-0.1711925,0.03838008,-0.4153299,0.9088609,-0.484956,0.7874977,0.3803486,-0.4214654,-0.4762899,-0.2299645,-0.4762899,0.05892755,0.3728574,-0.2299645,0.3728574,-0.5328792
75,3,1,1.426866,1.354768,-0.137644,0.01312388,2.778097e-16,2.764851e-16,2.565493e-17,-8.71851e-18,0.07357798,-0.0183945,0.003705385,0.6838625,-1.290546,1.1778322317472256,1.0764199181329088,-0.00890613,0.03065312,0.05183099,0.09597011,0.1204512,0.9880695,0.7129657,0.684375,-0.1526787,-0.6946004,0.7191122,-0.02019799,-0.00890613,0.03065312,0.05183099,0.09597011,0.1204512,0.9880695,0.7129657,0.684375,-0.1526787,-0.6946004,0.7191122,-0.02019799,0.04050645,-0.01103555,-0.003454095,-0.01103555,0.04103073,-0.005015709,-0.003454095,-0.005015709,-0.007959195
76,3,-1,-0.746668,3.616592,-0.086651,0.2791219,7.49523e-13,7.416641e-13,1.816029e-14,-1.067207e-13,-0.6669975,0.1667494,0.7307007,-12.31626,0.1483259,0.8738838372518736,0.8396662312857881,-0.5699744,-0.4963525,0.3993294,0.9477739,-0.299249,-0.110339,0.1323525,0.05425546,0.9897167,-0.2901853,-0.9526313,0.09102827,-0.5699744,-0.4963525,0.3993294,0.9477739,-0.299249,-0.110339,0.1323525,0.05425546,0.9897167,-0.2901853,-0.9526313,0.09102827,-0.4870621,0.2684826,-0.01596037,0.2684826,0.3098917,-0.0801012,-0.01596037,-0.0801012,-0.4898271
77,3,-1,0.076283,-4.164244,0.17102,0.3187308,4.451101e-12,-2.828739e-12,3.422445e-12,-3.120983e-13,-0.8340289,0.2085072,0.8949274,-12.28775,0.2508542,0.926014849686628,0.8715202938197064,-0.6759039,-0.5403539,0.3822289,-0.01041323,-0.9980935,0.06083463,-0.03956906,0.06120157,0.9973408,-0.9991626,0.007978366,-0.04013093,-0.6759039,-0.5403539,0.3822289,-0.01041323,-0.9980935,0.06083463,-0.03956906,0.06120157,0.9973408,-0.9991626,0.007978366,-0.04013093,0.3806697,-0.008763361,0.03707897,-0.008763361,-0.6753288,0.007935024,0.03707897,0.007935024,-0.5393697
78,3,1,0.085546,-3.156491,0.133042,0.05283569,5.432203e-10,5.255554e-10,-1.359686e-10,1.980937e-11,0.3288169,-0.08220423,0.07445062,1.55909,-1.273709,1.1014034540289215,1.088783530480369,-0.05027226,0.1836706,0.1954186,-0.03471798,0.03996501,0.9985977,0.01046049,0.9991599,-0.03962383,-0.9993424,0.009070162,-0.03510686,-0.05027226,0.1836706,0.1954186,-0.03471798,0.03996501,0.9985977,0.01046049,0.9991599,-0.03962383,-0.9993424,0.009070162,-0.03510686,0.1951211,0.0002181111,0.008522797,0.0002181111,0.1832979,-0.00934016,0.008522797,-0.00934016,-0.04960215
79,3,-1,-0.512045,2.570877,-0.055799,0.308531,5.447921e-12,-3.913613e-12,-3.761018e-12,4.67148e-13,-0.7965321,0.199133,0.9854042,-12.18731,0.1505045,0.8827614336435959,0.8481670005090256,-0.6674266,-0.5801165,0.4510109,-0.6193325,-0.7736749,0.1336201,0.1296331,0.06708629,0.98929,-0.7743529,0.630021,0.05874517,-0.6674266,-0.5801165,0.4510109,-0.6193325,-0.7736749,0.1336201,0.1296331,0.06708629,0.98929,-0.7743529,0.630021,0.05874517,0.004680908,-0.5448801,-0.0396801,-0.5448801,-0.2230961,0.04718873,-0.0396801,0.04718873,-0.5781169
80,3,1,0.140567,3.283274,-0.183076,0.05274492,3.739947e-14,-3.086514e-14,2.108876e-14,1.152324e-15,0.3276607,-0.08191518,0.07405733,1.560115,-1.276995,1.1024276578146492,1.086328293076925,-0.05027645,0.1815067,0.1964305,0.1306605,0.06075702,0.9895637,0.007881731,0.9980253,-0.06231723,-0.9913958,0.01594188,0.1299237,-0.05027645,0.1815067,0.1964305,0.1306605,0.06075702,0.9895637,0.007881731,0.9980253,-0.06231723,-0.9913958,0.01594188,0.1299237,0.1922178,-0.002075888,-0.03189112,-0.002075888,0.1806548,-0.01390457,-0.03189112,-0.01390457,-0.04521188
81,3,-1,0.103862,-0.895533,0.104616,0.08824579,3.45781e-11,-2.977759e-11,1.757639e-11,-1.048543e-13,0.3421544,-0.08553861,0.2962583,3.522743,0.3636346,0.42326903759645795,0.36819213105771026,-0.1071242,-0.07855785,0.5278365,0.02206858,-0.02178781,0.999519,0.9997349,-0.006089317,-0.02220609,-0.00657021,-0.9997441,-0.02164765,-0.1071242,-0.07855785,0.5278365,0.02206858,-0.02178781,0.999519,0.9997349,-0.006089317,-0.02220609,-0.00657021,-0.9997441,-0.02164765,-0.07854559,0.003996854,-0.0005438685,0.003996854,0.5275126,0.01374575,-0.0005438685,0.01374575,-0.1068126
82,3,-1,0.11615,1.023841,0.014405,0.08713208,4.350592e-10,1.743106e-10,3.940434e-10,-6.018437e-11,0.3424004,-0.08560009,0.2920402,3.44648,0.3593497,0.42055195678474916,0.36628234199002807,-0.1049059,-0.0771736,0.5244799,-0.02010982,0.1115617,0.993554,0.9997713,-0.004987582,0.0207957,-0.007275435,-0.993745,0.1114359,-0.1049059,-0.0771736,0.5244799,-0.02010982,0.1115617,0.993554,0.9997713,-0.004987582,0.0207957,-0.007275435,-0.993745,0.1114359,-0.07715297,0.004412128,6.630973e-05,0.004412128,0.5166316,-0.06970033,6.630973e-05,-0.06970033,-0.09707823
83,3,-1,-0.45081,-0.462248,3.841147,0.08576593,2.006758e-14,9.294648e-15,-6.930871e-15,1.637926e-14,-0.06366567,0.01591642,0.08731816,-18.05368,0.06604222,0.6846910703092641,0.6690786285296423,-0.1453963,-0.1363889,0.2181195,0.8904018,0.3949121,0.2263382,-0.4522887,0.8235298,0.3423939,-0.05118075,-0.4072384,0.9118868,-0.1453963,-0.1363889,0.2181195,0.8904018,0.3949121,0.2263382,-0.4522887,0.8235298,0.3423939,-0.05118075,-0.4072384,0.9118868,-0.1426015,0.00422165,-0.01836056,0.00422165,-0.07900088,-0.1324537,-0.01836056,-0.1324537,0.1579367
84,3,-1,-0.068561,-0.459631,5.259371,0.2444877,7.46129e-17,1.577514e-17,-4.119968e-17,6.017322e-17,-0.5229688,0.1307422,0.567491,-12.59599,0.02785863,0.8284218196274181,0.8215739974468921,-0.462323,-0.4497924,0.3891467,-0.8208184,0.1882045,0.5392924,-0.1466918,0.8430316,-0.5174738,0.5520315,0.5038618,0.6643678,-0.462323,-0.4497924,0.3891467,-0.8208184,0.1882045,0.5392924,-0.1466918,0.8430316,-0.5174738,0.5520315,0.5038618,0.6643678,-0.2025776,0.2352846,0.3132293,0.2352846,-0.2372492,0.2795627,0.3132293,0.2795627,-0.08314204
85,3,-1,0.006049,-0.061726,-0.955528,0.05386468,2.120023e-12,-2.101973e-12,1.579937e-13,-2.263739e-13,0.08390533,-0.02097633,0.03816665,6.309532,0.09416417,0.4883441026948957,0.469938460160854,-0.05150286,-0.04707051,0.1824787,-0.4466326,0.8918497,-0.07157866,-0.8933274,-0.4400515,0.09121857,0.04985495,0.1046844,0.9932551,-0.05150286,-0.04707051,0.1824787,-0.4466326,0.8918497,-0.07157866,-0.8933274,-0.4400515,0.09121857,0.04985495,0.1046844,0.9932551,-0.04738413,0.002963561,0.01122528,0.002963561,-0.0480804,0.02415108,0.01122528,0.02415108,0.1793699
86,3,-1,0.151875,4.292085,-0.247286,0.3186254,1.211658e-13,9.668643e-14,7.075785e-14,-1.806163e-14,-0.8339376,0.2084844,0.8945105,-12.28231,0.2491177,0.9258899260959447,0.87173436769432,-0.6753826,-0.5406878,0.3821328,0.01436783,0.9991359,-0.03899899,0.1395413,0.03661776,0.989539,0.990112,-0.01965949,-0.1388946,-0.6753826,-0.5406878,0.3821328,0.01436783,0.9991359,-0.03899899,0.1395413,0.03661776,0.989539,0.990112,-0.01965949,-0.1388946,0.3639456,-0.0198964,-0.1268319,-0.0198964,-0.6747933,0.007768277,-0.1268319,0.007768277,-0.5230898
87,3,-1,1.063471,0.061464,0.043814,0.08452312,3.916716e-13,-3.878365e-13,1.031e-14,5.369593e-14,0.3313544,-0.08283859,0.2709977,3.385423,0.3582059,0.419027102029166,0.3650547104478278,-0.1002768,-0.07383033,0.5054615,-0.08222593,-0.02225491,-0.9963652,0.01303115,0.9996412,-0.02340349,-0.9965285,0.01490816,0.08190641,-0.1002768,-0.07383033,0.5054615,-0.08222593,-0.02225491,-0.9963652,0.01303115,0.9996412,-0.02340349,-0.9965285,0.01490816,0.08190641,0.5012676,-0.008654591,-0.04944968,-0.008654591,-0.07371468,0.000120934,-0.04944968,0.000120934,-0.09619861
88,3,-1,0.968744,0.076386,5.50485,0.2699038,5.072019e-16,-3.534499e-16,-1.103718e-16,-3.466194e-16,-0.8957296,0.2239324,1.27511,-8.671974,0.01339166,0.8635300551523978,0.8602431880056962,-0.7130893,-0.703666,0.5210257,0.1674556,0.5180146,0.8388203,0.3744238,-0.8205011,0.4319545,-0.9120117,-0.2417411,0.3313545,-0.7130893,-0.703666,0.5210257,0.1674556,0.5180146,0.8388203,0.3744238,-0.8205011,0.4319545,-0.9120117,-0.2417411,0.3313545,0.314726,0.2691912,-0.3714245,0.2691912,-0.6346252,-0.1021949,-0.3714245,-0.1021949,-0.5758304
89,3,-1,1.186478,-4.695737,0.254592,0.2733306,3.211702e-16,2.286777e-16,2.250838e-16,-1.3932e-17,-0.9319339,0.2329835,1.316492,-8.512201,0.01776697,0.8715812351517556,0.8672405008634719,-0.7307277,-0.7179715,0.5167653,0.7892543,0.6139384,0.0125443,-0.06342126,0.06117878,0.9961099,0.6107826,-0.7869796,0.08722236,-0.7307277,-0.7179715,0.5167653,0.7892543,0.6139384,0.0125443,-0.06342126,0.06117878,0.9961099,0.6107826,-0.7869796,0.08722236,-0.2652923,-0.5996863,0.06565296,-0.5996863,0.04193839,-0.08485331,0.06565296,-0.08485331,-0.70858
90,3,1,1.411071,-1.251993,0.050456,0.01326333,1.272091e-11,9.37722e-12,-8.587084e-12,3.889147e-13,0.07390366,-0.01847592,0.003713869,0.6929496,-1.285002,1.176296561272982,1.0804320861549142,-0.008927496,0.03132429,0.05150687,0.007197289,0.06066081,0.9981325,-0.7049492,0.7082413,-0.03795966,-0.7092213,-0.7033595,0.04786021,-0.008927496,0.03132429,0.05150687,0.007197289,0.06066081,0.9981325,-0.7049492,0.7082413,-0.03795966,-0.7092213,-0.7033595,0.04786021,0.04147394,0.01005026,-0.0009742298,0.01005026,0.04116079,-0.003116551,-0.0009742298,-0.003116551,-0.008731065
91,3,-1,0.981052,-3.478481,0.174881,0.2785968,1.987675e-11,1.663099e-11,-1.08731e-11,-5.205451e-13,-0.6649907,0.1662477,0.7289142,-12.31472,0.1461672,0.8731150177519073,0.8393575261693079,-0.5685276,-0.496025,0.3995619,-0.9558765,0.2885077,-0.05534771,-0.0439345,0.04589112,0.9979798,0.2904648,0.9563772,-0.03119081,-0.5685276,-0.496025,0.3995619,-0.9558765,0.2885077,-0.05534771,-0.0439345,0.04589112,0.9979798,0.2904648,0.9563772,-0.03119081,-0.4867101,0.2687832,-0.01194966,0.2687832,0.3170953,-0.02555778,-0.01194966,-0.02555778,-0.4953758
92,3,-1,1.034001,3.581532,-0.326176,0.2792231,1.470001e-12,1.77224e-13,1.180203e-12,-8.582632e-13,-0.6670985,0.1667746,0.7306649,-12.32184,0.150002,0.8741156306759947,0.8395378010832412,-0.5703578,-0.4959624,0.3992218,0.9565315,0.2622918,-0.1274778,0.1152222,0.06165263,0.9914246,-0.2679019,0.9630171,-0.02875085,-0.5703578,-0.4959624,0.3992218,0.9565315,0.2622918,-0.1274778,0.1152222,0.06165263,0.9914246,-0.2679019,0.9630171,-0.02875085,-0.499782,-0.2496173,0.01596659,-0.2496173,0.329115,-0.02229796,0.01596659,-0.02229796,-0.4964314
93,3,-1,1.265782,4.792807,-0.411202,0.2725068,8.661301e-13,4.783101e-13,7.179316e-13,7.729804e-14,-0.9244161,0.231104,1.298607,-8.538364,0.01877916,0.8712944632751499,0.8667080742580732,-0.7258576,-0.7124778,0.5139192,-0.7734188,0.632648,0.03974722,0.09052908,0.04817723,0.9947278,0.6273977,0.7729395,-0.09453422,-0.7258576,-0.7124778,0.5139192,-0.7734188,0.632648,0.03974722,0.09052908,0.04817723,0.9947278,0.6273977,0.7729395,-0.09453422,-0.2377372,0.6012763,-0.07232697,0.6012763,0.01486009,-0.08994833,-0.07232697,-0.08994833,-0.701539
94,3,-1,1.889748,2.649225,-0.350253,0.3069937,3.923116e-13,-2.762849e-13,-1.428348e-13,2.391093e-13,-0.81627,0.2040675,0.8844662,-11.79402,0.1973168,0.9146579693829394,0.8706849257920206,-0.6570107,-0.5487359,0.3894766,-0.2960898,-0.9465691,0.1278194,0.1044246,0.1009384,0.9893973,-0.9494347,0.306298,0.06895827,-0.6570107,-0.5487359,0.3894766,-0.2960898,-0.9465691,0.1278194,0.1044246,0.1009384,0.9893973,-0.9494347,0.306298,0.06895827,0.2875012,-0.3031877,-0.05732829,-0.3031877,-0.5577277,0.03291688,-0.05732829,0.03291688,-0.5460435
95,3,-1,2.606683,-0.601383,0.003211,0.3101453,1.328823e-12,9.278593e-13,-9.420179e-13,1.320997e-13,-0.8051672,0.2012918,0.9972367,-12.16193,0.1515191,0.884405068842874,0.8496107565479654,-0.6725494,-0.5840541,0.4514363,0.7875001,0.6021658,-0.1313009,0.06816598,0.1266349,0.9896045,0.6125332,-0.7882639,0.05867776,-0.6725494,-0.5840541,0.4514363,0.7875001,0.6021658,-0.1313009,0.06816598,0.1266349,0.9896045,0.6125332,-0.7882639,0.05867776,-0.2504222,-0.5419389,0.04636804,-0.5419389,0.02726943,-0.04089824,0.04636804,-0.04089824,-0.5820145
96,3,-1,2.611133,0.684343,-0.168978,0.3098596,1.824976e-12,-1.402001e-12,1.15327e-12,-1.868171e-13,-0.8030287,0.2007572,0.9950654,-12.1756,0.1511686,0.883865509187938,0.8491405079521993,-0.6714443,-0.583272,0.4516876,0.7818751,-0.6230457,0.02203264,0.07876472,0.1337778,0.9878763,-0.6184396,-0.7706605,0.1536716,-0.6714443,-0.583272,0.4516876,0.7818751,-0.6230457,0.02203264,0.07876472,0.1337778,0.9878763,-0.6184396,-0.7706605,0.1536716,-0.2413359,0.5362215,-0.09987794,0.5362215,-0.002818595,-0.1213584,-0.09987794,-0.1213584,-0.5588742
97,3,-1,3.00673,-2.858957,0.19553,0.273416,1.163987e-10,-6.040412e-11,-9.933037e-11,5.784981e-12,-0.9227684,0.2306921,1.311435,-8.601224,0.02075026,0.8693736810255667,0.8643072090266125,-0.7288192,-0.7140035,0.5200543,-0.7107418,-0.7019264,0.04631828,-0.01155536,0.07748506,0.9969265,-0.703358,0.7080222,-0.06318289,-0.7288192,-0.7140035,0.5200543,-0.7107418,-0.7019264,0.04631828,-0.01155536,0.07748506,0.9969265,-0.703358,0.7080222,-0.06318289,-0.1109839,-0.6219437,0.0553295,-0.6219437,-0.1026757,-0.05472374,0.0553295,-0.05472374,-0.7091088
98,3,-1,2.737609,1.788064,-0.326045,0.308042,3.861876e-13,3.416203e-13,-1.763269e-13,3.667745e-14,-0.8215096,0.2053774,0.8911851,-11.78557,0.1992101,0.9158302805597965,0.8714909066058035,-0.6604037,-0.5506989,0.3895931,0.9538047,0.2775876,-0.1148988,0.08022831,0.1332151,0.9878346,0.2895169,-0.9514194,0.1047908,-0.6604037,-0.5506989,0.3895931,0.9538047,0.2775876,-0.1148988,0.08022831,0.1332151,0.9878346,0.2895169,-0.9514194,0.1047908,-0.5716868,-0.2880512,0.04054989,-0.2880512,0.291999,-0.09024812,0.04054989,-0.09024812,-0.5418218
99,3,-1,4.345911,0.022107,-0.179732,0.3197683,6.98563e-16,-3.183048e-16,-5.871344e-16,2.048058e-16,-0.8393473,0.2098368,0.9010128,-12.27619,0.2519246,0.9272719836101021,0.8725990286004747,-0.6789652,-0.5423371,0.3819549,-0.9994167,0.008479797,0.03308016,0.03395103,0.1423813,0.9892294,0.003678468,0.9897756,-0.1425862,-0.6789652,-0.5423371,0.3819549,-0.9994167,0.008479797,0.03308016,0.03395103,0.1423813,0.9892294,0.003678468,0.9897756,-0.1425862,-0.6787933,0.004523119,0.004032252,0.004523119,0.363141,-0.1304821,0.004032252,-0.1304821,-0.523695
100,3,-1,4.865334,-1.085528,-0.03237,0.2732202,1.048513e-11,8.973776e-12,-5.390402e-12,-5.940662e-13,-0.9306793,0.2326698,1.31363,-8.517938,0.01755959,0.8714719772492218,0.8671813554832861,-0.729809,-0.717215,0.5163446,0.621781,0.7705692,-0.1400406,0.02764697,0.1571009,0.9871955,0.782703,-0.6176911,0.07637844,-0.729809,-0.717215,0.5163446,0.621781,0.7705692,-0.1400406,0.02764697,0.1571009,0.9871955,0.782703,-0.6176911,0.07637844,0.03362425,-0.6024216,0.07484083,-0.6024216,-0.2540378,-0.0568382,0.07484083,-0.0568382,-0.7102658
101,3,-1,4.872463,1.122917,-0.346461,0.2724289,7.182078e-16,-5.100358e-16,-3.487777e-16,-3.661147e-16,-0.9237597,0.2309399,1.297541,-8.540361,0.01866019,0.8711828633213763,0.8666251466766056,-0.7254595,-0.7121703,0.5138701,0.6150595,-0.7864699,0.05627487,0.0401325,0.1025046,0.9939226,-0.7874587,-0.6090631,0.0946094,-0.7254595,-0.7121703,0.5138701,0.6150595,-0.7864699,0.05627487,0.0401325,0.1025046,0.9939226,-0.7874587,-0.6090631,0.0946094,0.04305926,0.5944521,-0.0918012,0.5944521,-0.2655808,-0.07006008,-0.0918012,-0.07006008,-0.7012382
102,3,1,3.335762,0.03345,-0.124424,0.05280097,6.331519e-12,5.849998e-12,2.341391e-12,-6.193143e-13,0.3279444,-0.0819861,0.07420581,1.561527,-1.278016,1.1031202747939477,1.0855701024453466,-0.05031833,0.1809911,0.1972717,0.05817625,0.1343799,0.9892207,-0.9983062,0.008240744,0.05759112,-0.0004128257,-0.9908956,0.1346317,-0.05031833,0.1809911,0.1972717,0.05817625,0.1343799,0.9892207,-0.9983062,0.008240744,0.05759112,-0.0004128257,-0.9908956,0.1346317,0.1802082,-0.001801652,-0.01331257,-0.001801652,0.1927996,-0.03292021,-0.01331257,-0.03292021,-0.04506339
103,3,-1,-2.525305,-1.664731,0.069948,0.3063447,5.257747e-13,-3.513874e-13,3.910928e-13,-3.522546e-15,-0.8125211,0.2031303,0.8797061,-11.80672,0.1973679,0.9139548332266866,0.8699576932611096,-0.6549223,-0.5469683,0.3893695,-0.9567464,-0.2904556,0.01649077,0.01835851,-0.003706462,0.9998246,-0.2903435,0.9568813,0.008878477,-0.6549223,-0.5469683,0.3893695,-0.9567464,-0.2904556,0.01649077,0.01835851,-0.003706462,0.9998246,-0.2903435,0.9568813,0.008878477,-0.5668528,-0.290137,-0.0007104574,-0.290137,0.3012555,0.008471879,-0.0007104574,0.008471879,-0.5469239
104,3,-1,-2.401503,-0.550971,0.077057,0.3107377,1.059519e-13,5.961925e-14,8.758612e-14,1.662082e-16,-0.8107905,0.2026976,0.9987616,-12.11605,0.1517585,0.8864276213429675,0.8516053736733807,-0.6742405,-0.5854009,0.4488509,-0.7842658,0.6197712,0.0284749,-0.02229905,0.0177081,-0.9995945,0.6200241,0.7845828,6.754359e-05,-0.6742405,-0.5854009,0.4488509,-0.7842658,0.6197712,0.0284749,-0.02229905,0.0177081,-0.9995945,0.6200241,0.7845828,6.754359e-05,-0.2424464,0.5463042,0.002027269,0.5463042,0.01712888,-0.001513025,0.002027269,-0.001513025,-0.5854729
105,3,-1,-1.621685,2.710672,0.04859,0.307239,8.88019e-13,-3.545366e-13,3.870246e-13,-7.163055e-13,-0.8163282,0.2040821,0.8834184,-11.80889,0.1993481,0.9151151476741916,0.8707333564287845,-0.6572132,-0.5479753,0.3888603,-0.2805952,0.9598247,0.001673983,0.09389442,0.02571333,0.9952501,0.9552226,0.2794196,-0.09733723,-0.6572132,-0.5479753,0.3888603,-0.2805952,0.9598247,0.001673983,0.09389442,0.02571333,0.9952501,0.9552226,0.2794196,-0.09733723,0.2982398,0.279469,-0.08705446,0.279469,-0.5754685,-0.0256555,-0.08705446,-0.0256555,-0.5390995
106,3,-1,-1.204303,-1.052052,5.010072,0.2415734,6.29561e-14,6.133202e-14,1.045084e-14,-9.62468e-15,-0.5099354,0.1274838,0.5544987,-12.66232,0.02658376,0.8249395512596889,0.818397708265422,-0.4550813,-0.4432968,0.3884426,-0.1055178,-0.6515358,-0.7512437,-0.4207399,0.7137608,-0.5599317,-0.9010238,-0.2569954,0.3494416,-0.4550813,-0.4432968,0.3884426,-0.1055178,-0.6515358,-0.7512437,-0.4207399,0.7137608,-0.5599317,-0.9010238,-0.2569954,0.3494416,0.2318146,0.1917866,-0.2628116,0.1917866,-0.3933657,-0.08046233,-0.2628116,-0.08046233,-0.3483843
107,3,-1,-1.479256,1.330752,-2.789718,0.266759,5.401435e-14,2.626209e-14,-3.260852e-14,3.412532e-14,-0.8674461,0.2168615,1.246461,-8.78151,0.00717107,0.8564510192117608,0.8546822232556224,-0.698992,-0.6940152,0.5255611,-0.0456873,0.8593056,-0.5094179,-0.4090966,-0.4813218,-0.7752221,-0.9113466,0.1729833,0.3735293,-0.698992,-0.6940152,0.5255611,-0.0456873,0.8593056,-0.5094179,-0.4090966,-0.4813218,-0.7752221,-0.9113466,0.1729833,0.3735293,0.3188967,-0.1920681,-0.4152774,-0.1920681,-0.6611964,0.08098069,-0.4152774,0.08098069,-0.5251464
108,3,-1,-1.043528,-4.678532,0.168268,0.2732724,1.144676e-15,7.465748e-16,8.627573e-16,9.250955e-17,-0.9308137,0.2327034,1.313138,-8.51942,0.01833491,0.87167362549691,0.867195432359663,-0.7300111,-0.7168674,0.5160649,0.7799432,-0.6250264,0.03210376,0.001279525,0.05288859,0.9985996,-0.625849,-0.7788099,0.04204983,-0.7300111,-0.7168674,0.5160649,0.7799432,-0.6250264,0.03210376,0.001279525,0.05288859,0.9985996,-0.625849,-0.7788099,0.04204983,-0.2419393,0.60736,-0.032776,0.60736,0.02582659,-0.04011335,-0.032776,-0.04011335,-0.7147009
109,3,-1,-0.943709,4.838273,-0.105022,0.2732904,1.007502e-12,-8.336623e-13,5.288842e-13,2.00873e-13,-0.9312038,0.232801,1.314479,-8.516787,0.0176882,0.8715657205778704,0.867244042872822,-0.7301373,-0.7174469,0.5163803,-0.7844399,-0.6019002,0.1495667,0.1629214,0.03270505,0.9860968,-0.5984234,0.7979014,0.07240728,-0.7301373,-0.7174469,0.5163803,-0.7844399,-0.6019002,0.1495667,0.1629214,0.03270505,0.9860968,-0.5984234,0.7979014,0.07240728,-0.2834092,-0.5951232,-0.05197309,-0.5951232,0.06346747,0.07242541,-0.05197309,0.07242541,-0.7112621
110,3,-1,-0.558087,-2.426101,0.079053,0.3101272,2.650074e-16,-2.394054e-16,-1.134889e-16,-5.854692e-18,-0.8075721,0.201893,0.9963306,-12.12453,0.1497871,0.8853250238987727,0.8509144676585425,-0.672411,-0.5848135,0.4496523,0.6052582,-0.7953544,0.03277216,0.02380655,-0.02306524,-0.9994505,-0.7956732,-0.6057057,-0.004974214,-0.672411,-0.5848135,0.4496523,0.6052582,-0.7953544,0.03277216,0.02380655,-0.02306524,-0.9994505,-0.7956732,-0.6057057,-0.004974214,0.03801224,0.5407234,0.002356708,0.5407234,-0.2607024,0.005400024,0.002356708,0.005400024,-0.584882
111,3,-1,-0.462133,0.504611,-2.684659,0.1646951,3.644897e-15,2.902463e-15,-2.090884e-15,6.994188e-16,-0.1915026,0.04787565,0.1605214,-17.80627,0.06460919,0.7617913964850449,0.7461708997675784,-0.2279131,-0.2140814,0.2504919,-0.1566814,0.3811081,0.9111572,0.891051,0.4524709,-0.03603025,-0.4260036,0.8062423,-0.4104806,-0.2279131,-0.2140814,0.2504919,-0.1566814,0.3811081,0.9111572,0.891051,0.4524709,-0.03603025,-0.4260036,0.8062423,-0.4104806,-0.1301107,-0.1587374,0.08321279,-0.1587374,0.08589466,-0.1585521,0.08321279,-0.1585521,-0.1472866
112,3,-1,0.431062,-0.500738,6.315067,0.2525996,1.755229e-16,5.074066e-17,-1.084202e-16,-1.283695e-16,-0.7866057,0.1966514,1.074236,-8.84254,0.01029833,0.8499616131445503,0.8474207107034522,-0.6458365,-0.6392533,0.4984842,-0.6431603,-0.679931,-0.3521913,-0.7512509,0.4712692,0.4620903,0.1482126,-0.5617822,0.8139004,-0.6458365,-0.6392533,0.4984842,-0.6431603,-0.679931,-0.3521913,-0.7512509,0.4712692,0.4620903,0.1482126,-0.5617822,0.8139004,-0.6169838,-0.09761054,0.1357544,-0.09761054,-0.2832277,-0.5217895,0.1357544,-0.5217895,0.1136059
